track_id,track_name,track_number,track_popularity,explicit,artist_name,artist_popularity,artist_followers,artist_genres,album_id,album_name,album_release_date,album_total_tracks,album_type,track_duration_min,release_year,track_group,primary_genre,genre_grouped,relative_track_position,release_decade,log_artist_followers,high_popularity
3RaqIAipLoQLVVNm41IMnJ,Did It Again,2,0,False,Shakira,85.0,39777995.0,latin pop,5u0OuxRnf3FzvZR07xAxL2,She Wolf (Expanded Edition),2009,16,album,3.21,2009,did it again | shakira,latin pop,latin pop,0.125,2000s,17.498824453047227,0
2wbN4OiwGcUXXpR6xKkugA,One Day,12,57,False,Hans Zimmer,77.0,4777574.0,soundtrack,6JoI0NEAqeJ20X6lU3Drx0,Pirates Of The Caribbean: At World's End Original Soundtrack,2007-01-01,13,album,4.03,2007,one day | hans zimmer,soundtrack,soundtrack,0.9230769230769231,2000s,15.37944365356047,0
0Hijswm0F2WNL0vN5e4CyE,Let You Love Me,2,50,False,Rita Ora,68.0,8411391.0,Unknown,3hvk0iS7XgtSQdf7zfVTLF,Phoenix (Deluxe),2018-11-23,16,album,3.17,2018,let you love me | rita ora,Unknown,Unknown,0.125,2010s,15.945097535494043,0
7qEKqBCD2vE5vIBsrUitpD,ilomilo,11,74,False,Billie Eilish,90.0,118692183.0,Unknown,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,14,album,2.61,2019,ilomilo | billie eilish,Unknown,Unknown,0.7857142857142857,2010s,18.592044010739627,1
4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,3,9,False,George Michael,72.0,5657083.0,Unknown,3coLNlyStg9h7f8CZ103Rl,Ladies And Gentlemen... The Best Of George Michael,1998-11-09,29,compilation,5.0,1998,careless whisper | george michael,Unknown,Unknown,0.10344827586206896,1990s,15.548419123074869,0
6u7gmPOz7pzzaeR9xSBpsR,my hair,8,62,False,Ariana Grande,90.0,107374593.0,pop,3euz4vS7ezKGnNSwgyvKcd,Positions,2020-10-30,14,album,2.64,2020,my hair | ariana grande,pop,pop,0.5714285714285714,2020s,18.491834157120685,0
6k7HtWuprjQmulpo4OpieI,Spiracle,1,54,False,Flower Face,49.0,171981.0,ambient folk,75nZGvjStgCUavXcsYsXf7,The Shark in Your Water,2022-05-27,10,album,3.0,2022,spiracle | flower face,ambient folk,Other,0.1,2020s,12.055145099156485,0
5BvuyYHjA98IxU0nQUGzZr,Heavy Soul,8,0,False,The Black Keys,68.0,4138541.0,"blues rock, garage rock, modern blues, rock",1xVlDcp3ZHntqgvhHYw1rp,The Big Come Up,2002-05-14,13,album,2.15,2002,heavy soul | the black keys,blues rock,Other,0.6153846153846154,2000s,15.235854109860657,0
2IOFZdYYkFxEHVz1w34PoL,Cherry,5,71,False,Harry Styles,80.0,34130771.0,Unknown,7xV2TzoaVc0ycW7fwBwAml,Fine Line,2019-12-13,12,album,4.32,2019,cherry | harry styles,Unknown,Unknown,0.4166666666666667,2010s,17.3457099400235,1
1OQxJiHrr5HAmTaqAhn39c,The Future Is A Foreign Land,1,56,False,Ghost,73.0,3770138.0,"metal, hard rock",6jSNCcxIIB0ccyTgOJ2y1F,The Future Is A Foreign Land,2024-06-21,1,single,3.75,2024,the future is a foreign land | ghost,metal,Other,1.0,2020s,15.142622428771036,0
2Jzlk2D053PRFg8pMYAhyV,Modern Tragedy,1,34,False,Cheat Codes,62.0,2101848.0,Unknown,7B4aT17IgD8dMcyEQWxQqk,Modern Tragedy,2024-09-13,1,single,3.0,2024,modern tragedy | cheat codes,Unknown,Unknown,1.0,2020s,14.558327991492343,0
1v6XnDkovn8M2y7yM9jQUp,Should've Ran After You,3,43,False,Cole Swindell,64.0,2565032.0,"country, acoustic country",6XPSyeDeqhn5nj1ToziiBA,Down Home Sessions II,2015-11-06,5,single,3.53,2015,should've ran after you | cole swindell,country,country,0.6,2010s,14.757481902001324,0
07VBqWH6NG8L2ad3l84UKk,R.I.P. 2 My Youth,11,64,False,The Neighbourhood,83.0,21591569.0,Unknown,18iFxjZugvKhuNNMbLjZJF,Wiped Out!,2015-10-30,11,album,3.42,2015,r.i.p. 2 my youth | the neighbourhood,Unknown,Unknown,1.0,2010s,16.887813518698422,0
4A4A6dwl5DqdqrZaEtKGPR,Wildest Dreams,9,55,False,Taylor Swift,100.0,145396321.0,Unknown,1yGbNOtRIgdIiGHOEBaZWf,1989 (Deluxe),2014-01-01,19,album,3.67,2014,wildest dreams | taylor swift,Unknown,Unknown,0.47368421052631576,2010s,18.79497382700785,0
6dn9ndETOjczUSQO5UhKJa,Who Says,5,46,False,Selena Gomez & The Scene,67.0,10379778.0,Unknown,78GeZ5IA1KSbI0MiR4bAhH,For You,2014-11-21,15,compilation,3.25,2014,who says | selena gomez & the scene,Unknown,Unknown,0.3333333333333333,2010s,16.155370144531236,0
2oa1QiGJTfqvD5i4mRhV4O,take a dive,1,36,False,India Thieriot,24.0,2803.0,Unknown,2pcTtrMr36wWuk8MWyWzq4,take a dive,2025-09-26,1,single,2.85,2025,take a dive | india thieriot,Unknown,Unknown,1.0,2020s,7.938802248154481,0
4qSEvFGCpde73gqIuq3sho,HIBIKI,4,72,True,Bad Bunny,95.0,102500980.0,"reggaeton, trap latino, urbano latino, latin",4FftCsAcXXD1nFO9RFUNFO,nadie sabe lo que va a pasar mañana,2023-10-13,22,album,3.47,2023,hibiki | bad bunny,reggaeton,reggaeton,0.18181818181818182,2020s,18.445382927228646,1
4LKYOetuIF5c9XjeLBL9av,Naked In Manhattan,12,72,True,Chappell Roan,82.0,7299563.0,Unknown,0EiI8ylL0FmWWpgHVTsZjZ,The Rise and Fall of a Midwest Princess,2023-09-22,14,album,3.52,2023,naked in manhattan | chappell roan,Unknown,Unknown,0.8571428571428571,2020s,15.803325178307553,1
7IwMagdxfa8GLK0JOcDTsP,warm,16,48,False,Ariana Grande,90.0,107374593.0,pop,6kXXIMyzRgQeai4A0DsXOn,eternal sunshine deluxe: brighter days ahead,2025-03-28,19,album,3.37,2025,warm | ariana grande,pop,pop,0.8421052631578947,2020s,18.491834157120685,0
3NhEEC4oE5hX6u8RCx6Q9m,Messages From Her,8,46,False,Sabrina Claudio,59.0,1719561.0,Unknown,7bcgkKns2rxVhrmw9EAmrs,"No Rain, No Flowers",2018-08-15,8,album,4.84,2018,messages from her | sabrina claudio,Unknown,Unknown,1.0,2010s,14.357580165197732,0
5Pc594FhDA2Fa2prE75GT0,Pretty Please,6,50,True,Dua Lipa,85.0,46886554.0,pop,5lKlFlReHOLShQKyRv6AL9,Future Nostalgia,2020-03-27,13,album,3.24,2020,pretty please | dua lipa,pop,pop,0.46153846153846156,2020s,17.66324151854374,0
0o9g90ucYD4Quisfnm9uyE,mafhashmafhash,6,49,False,Marwan Moussa,61.0,2649787.0,"egyptian hip hop, arabic hip hop, egyptian pop, mahraganat",4p50wCLmX3dorhUIDFIYF2,MATADOR,2025-08-28,10,album,2.35,2025,mafhashmafhash | marwan moussa,egyptian hip hop,egyptian hip hop,0.6,2020s,14.789990194762234,0
4w3tQBXhn5345eUXDGBWZG,9 to 5,1,75,False,Dolly Parton,70.0,2969733.0,"country, classic country",64Ky1tqKPfwxhJs6msphWd,9 To 5 And Odd Jobs,1980,10,album,2.71,1980,9 to 5 | dolly parton,country,country,0.1,1980s,14.90398294447838,1
5Ia3op6iA6g4Sv19Lorm4a,dream a little dream of me (sing-a-long),16,34,False,Christina Perri,71.0,4307803.0,soft pop,3xl0OvcSlc9Mwe5ToaFtD3,songs for carmella: lullabies & sing-a-longs,2019-01-17,20,album,1.43,2019,dream a little dream of me (sing-a-long) | christina perri,soft pop,soft pop,0.8,2010s,15.275938819473176,0
5kDgJffgJ0lYHTSiaXFWNw,BABY I'M BACK,1,74,True,The Kid LAROI,79.0,6593079.0,Unknown,30H0cGghxhBJ93v4h28XEt,THE FIRST TIME (DELUXE VERSION),2024-08-09,28,album,2.85,2024,baby i'm back | the kid laroi,Unknown,Unknown,0.03571428571428571,2020s,15.70153117210342,1
05c5EePexW3UVTUTsBPdTq,"Fast Women, Slow Horses and Wine",10,8,False,Charlie Walker,29.0,10863.0,"honky tonk, classic country, traditional country",1Ix2HmX5ZF1PLYN9jJN1wj,Don't Squeeze My Sharmon,1967-01-01,10,album,2.43,1967,"fast women, slow horses and wine | charlie walker",honky tonk,Other,1.0,1960s,9.293209849798478,0
2RSHsoi04658QL5xgQVov3,Bad Liar,5,80,False,Imagine Dragons,85.0,58364373.0,Unknown,3JfSxDfmwS5OeHPwLSkrfr,Origins (Deluxe),2018-11-09,15,album,4.35,2018,bad liar | imagine dragons,Unknown,Unknown,0.3333333333333333,2010s,17.88221622740528,1
7bywjHOc0wSjGGbj04XbVi,LUNA,6,84,False,Feid,86.0,18885687.0,"reggaeton, urbano latino",0lgs2Sa82lyX89nBUWyUy6,FERXXOCALIPSIS,2023-12-01,10,album,3.28,2023,luna | feid,reggaeton,reggaeton,0.6,2020s,16.75391494449502,1
1eMVXXpNPEUdFRy5ZH7FpM,DADDY,4,62,False,PSY,62.0,1819211.0,k-pop,1aHmoh8Iog2xqwVk9A77yc,PSY 7TH ALBUM,2015-12-01,9,album,3.84,2015,daddy | psy,k-pop,k-pop,0.4444444444444444,2010s,14.413913998262721,0
6yxZxKwf5HzBNlcdKDjvTL,MEN DONT CRY,12,15,True,Seven Kay,5.0,156.0,Unknown,02sCZlBqPGO4OBLdVW1aj6,M.I.A,2025-08-15,14,album,3.88,2025,men dont cry | seven kay,Unknown,Unknown,0.8571428571428571,2020s,5.056245805348308,0
1NpDnkQO0yWxTtntrC0UNz,California King Bed,6,67,False,Rihanna,90.0,68997177.0,Unknown,5QG3tjE5L9F6O2vCAPph38,Loud,2010-01-01,13,album,4.19,2010,california king bed | rihanna,Unknown,Unknown,0.46153846153846156,2010s,18.04957616317444,0
0aGIy8kll4HYDnNTDlf2vU,Somewhere Over Laredo,1,69,False,Lainey Wilson,73.0,1538992.0,country,7AM3OzfWrmxHJ5xkWSEEre,Somewhere Over Laredo,2025-05-23,1,single,3.77,2025,somewhere over laredo | lainey wilson,country,country,1.0,2020s,14.246638864402614,0
56xHMIfQPoe0prrSi3BGhf,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,1,72,False,Olivia Rodrigo,84.0,49050008.0,Unknown,07J7Q3Z7V00LvCxqzVqj9s,Can’t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & Snakes),2023-11-03,1,single,3.42,2023,can’t catch me now - from the hunger games: the ballad of songbirds & snakes | olivia rodrigo,Unknown,Unknown,1.0,2020s,17.70835092746187,1
6IFPfV8PNSYOmufzQ95hmm,Confession,10,56,False,Florida Georgia Line,70.0,5588772.0,"country, pop country, acoustic country",5NG7WZaCZZ12M5LJm0JcVc,Anything Goes,2014-10-14,12,album,3.18,2014,confession | florida georgia line,country,country,0.8333333333333334,2010s,15.536270321932282,0
0szmDue1FCIpLC9SBs7fbU,My Girl,1,66,False,Isabel LaRosa,71.0,2569728.0,Unknown,19dLWMBcqXwZy0Lv7nxRjb,My Girl,2025-07-25,1,single,2.95,2025,my girl | isabel larosa,Unknown,Unknown,1.0,2020s,14.75931100384061,0
3qbOROR75LnNeWw8SvZL24,Lights Out,1,0,True,Nbdy,38.0,122377.0,"dark r&b, trap soul",5Nn80VUQ8fSXLlbrMbUzeZ,Lights Out,2017-12-07,1,single,3.73,2017,lights out | nbdy,dark r&b,dark r&b,1.0,2010s,11.71486989434336,0
7uuE9r7VhxFm4YuxAHlD4K,Endorphine,1,55,False,TheDoDo,39.0,29192.0,german hip hop,6NXTCMg4iFotpfmxp7Cf8S,Endorphine,2020-04-17,1,single,2.88,2020,endorphine | thedodo,german hip hop,Other,1.0,2020s,10.281684233490099,0
4UGOaZPk8uBm74Pc7hueQi,Everytime You Leave,25,46,False,Sonya Belousova,49.0,35497.0,"soundtrack, medieval",5tdmyKWNxDlCvYCdJQKGoS,The Witcher (Music from the Netflix Original Series),2020-01-24,55,album,2.13,2020,everytime you leave | sonya belousova,soundtrack,soundtrack,0.45454545454545453,2020s,10.477231635848291,0
6tZdL3Zp8JgrfDbsSeSV1S,You Really Got Me,7,71,False,The Kinks,62.0,2816087.0,"proto-punk, baroque pop",6HrqKlhAQiv4GjFjwmuxDQ,Kinks (Deluxe Edition),1964-02-02,56,album,2.23,1964,you really got me | the kinks,proto-punk,Other,0.125,1960s,14.8508592457718,1
2Aq7zCYfNpb2Q7AkVbMKzk,Angry Birds: Main Theme,4,32,False,Ari Pulkkinen,35.0,20991.0,Unknown,3bBCofH4VxHokZ6fRCgbGx,The Greatest Video Game Music,2011-11-18,21,album,3.29,2011,angry birds: main theme | ari pulkkinen,Unknown,Unknown,0.19047619047619047,2010s,9.951896691743816,0
37IZHbmUmuhZITM4SW6PtV,My Bubble Gum,3,38,False,Rasheeda,53.0,202732.0,Unknown,2n2sXuFZW2FrhI8JYhicI7,Dat Type Of Gurl,2007,16,album,3.48,2007,my bubble gum | rasheeda,Unknown,Unknown,0.1875,2000s,12.219645121359951,0
7o1Pm9jpH0wFpN5g793Lnq,Can't Remember to Forget You (feat. Rihanna),15,79,False,Shakira,85.0,39777995.0,latin pop,5meb7aKE722LA66ssBhvfM,Shakira. (Expanded Edition) [Spanish Version],2014-03-13,15,album,3.45,2014,can't remember to forget you (feat. rihanna) | shakira,latin pop,latin pop,1.0,2010s,17.498824453047227,1
1r8ZCjfrQxoy2wVaBUbpwg,THOUSAND MILES,1,64,True,The Kid LAROI,79.0,6593079.0,Unknown,5x23D06mbAdtkU9N9JrZyf,THOUSAND MILES,2022-04-22,1,single,2.75,2022,thousand miles | the kid laroi,Unknown,Unknown,1.0,2020s,15.70153117210342,0
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,2,77,False,Jason Mraz,71.0,7312594.0,"soft pop, acoustic pop",04G0YylSjvDQZrjOfE5jA5,We Sing. We Dance. We Steal Things.,2008-05-12,12,album,4.05,2008,i'm yours | jason mraz,soft pop,soft pop,0.16666666666666666,2000s,15.805108761890851,1
1daDRI9ahBonbWD8YcxOIB,Angels Like You,3,81,False,Miley Cyrus,81.0,26558356.0,Unknown,5BRhg6NSEZOj0BR6Iz56fR,Plastic Hearts,2020-11-27,15,album,3.27,2020,angels like you | miley cyrus,Unknown,Unknown,0.2,2020s,17.094855020719343,1
2qqylaMQ54zfveakMkDULI,DADZ LOVE,13,61,False,Justin Bieber,91.0,85008100.0,Unknown,5vD5M5VW62LL78Ko8x0CVZ,SWAG,2025-07-11,21,album,2.42,2025,dadz love | justin bieber,Unknown,Unknown,0.6190476190476191,2020s,18.258257115795626,0
72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,1,71,False,Elton John,80.0,15542286.0,Unknown,4QQWpCEX4BxMXwRQmtkKY6,Hold Me Closer,2022-08-26,1,single,3.37,2022,hold me closer | elton john,Unknown,Unknown,1.0,2020s,16.559075060672708,1
2BMhTcquomJgCq3MfNkY1P,Want U Back,1,32,False,NEVE,25.0,19649.0,Unknown,37YWIL8h1u1TZIzbKTETRA,Want U Back,2023-04-14,1,single,2.52,2023,want u back | neve,Unknown,Unknown,1.0,2020s,9.885832617297407,0
0VvjNKaNygEcp14lV5a0rW,Summer Haze,1,34,False,BETHY,18.0,824.0,Unknown,4yE34Y8GLsFTh2fX7nfQsQ,Summer Haze,2025-08-21,1,single,4.07,2025,summer haze | bethy,Unknown,Unknown,1.0,2020s,6.715383386334681,0
6m8U5FuQ5RTl1CO8KsENYS,I Promised You (feat. Ray Chen),47,48,False,Arcane,76.0,771281.0,Unknown,0ftlnGZSqNO2rDDRG9zeUR,Vol. 3: Arcane League of Legends (Season 2 Original Score),2024-11-24,49,album,3.37,2024,i promised you (feat. ray chen) | arcane,Unknown,Unknown,0.9591836734693877,2020s,13.555809344426903,0
